Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope
16,8/2/2024 15:22,7.62 pH,-31.1 mV,30.9 째C,99.20%,8/2/2024 15:22,11.52 psu,45.52 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:22,0.65 mg/L,9.3 % sat,13.4 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
17,8/2/2024 15:23,7.59 pH,-29.4 mV,30.8 째C,99.20%,8/2/2024 15:23,11.52 psu,45.44 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:23,0.82 mg/L,11.7 % sat,16.9 Torr,30.7 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
18,8/2/2024 15:26,7.60 pH,-30.0 mV,30.9 째C,99.20%,8/2/2024 15:26,11.51 psu,45.54 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:26,0.38 mg/L,5.4 % sat,7.8 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
19,8/2/2024 15:27,7.77 pH,-40.0 mV,30.9 째C,99.20%,8/2/2024 15:27,11.51 psu,45.49 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:27,6.18 mg/L,88.4 % sat,127.3 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
20,8/2/2024 15:29,7.76 pH,-39.5 mV,30.9 째C,99.20%,8/2/2024 15:29,11.52 psu,45.51 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:29,6.16 mg/L,88.1 % sat,126.9 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
21,8/2/2024 15:30,7.78 pH,-40.9 mV,31.0 째C,99.20%,8/2/2024 15:30,11.51 psu,45.55 mS,31.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:30,6.31 mg/L,90.4 % sat,130.2 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
22,8/2/2024 15:30,7.77 pH,-40.3 mV,30.9 째C,99.20%,8/2/2024 15:30,11.52 psu,45.50 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:30,6.32 mg/L,90.5 % sat,130.4 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
23,8/2/2024 15:31,7.77 pH,-40.3 mV,30.8 째C,99.20%,8/2/2024 15:31,11.52 psu,45.45 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:31,6.32 mg/L,90.3 % sat,130.1 Torr,30.7 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
24,8/2/2024 15:32,7.77 pH,-40.3 mV,30.9 째C,99.20%,8/2/2024 15:32,11.52 psu,45.50 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:32,6.33 mg/L,90.6 % sat,130.5 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
24,8/3/2024 8:36,7.55 pH,-26.1 mV,30.4 째C,98.80%,8/3/2024 8:36,11.81 psu,46.15 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:36,6.31 mg/L,89.5 % sat,129.2 Torr,30.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
23,8/3/2024 8:37,7.54 pH,-25.2 mV,30.3 째C,98.80%,8/3/2024 8:37,11.80 psu,46.08 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:37,6.41 mg/L,90.8 % sat,131.1 Torr,30.2 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
22,8/3/2024 8:39,7.59 pH,-28.6 mV,30.4 째C,98.80%,8/3/2024 8:39,11.78 psu,46.09 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:39,6.26 mg/L,88.9 % sat,128.3 Torr,30.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
21,8/3/2024 8:40,7.84 pH,-43.3 mV,30.5 째C,98.80%,8/3/2024 8:40,11.78 psu,46.15 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:40,6.35 mg/L,90.2 % sat,130.1 Torr,30.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
20,8/3/2024 8:40,7.58 pH,-27.8 mV,30.5 째C,98.80%,8/3/2024 8:40,11.78 psu,46.10 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:40,6.24 mg/L,88.6 % sat,127.8 Torr,30.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
19,8/3/2024 8:42,7.84 pH,-42.9 mV,30.5 째C,98.80%,8/3/2024 8:42,11.78 psu,46.11 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:42,6.21 mg/L,88.2 % sat,127.2 Torr,30.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
18,8/3/2024 8:43,7.59 pH,-28.6 mV,30.5 째C,98.80%,8/3/2024 8:43,11.78 psu,46.13 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:43,6.07 mg/L,86.2 % sat,124.4 Torr,30.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
17,8/3/2024 8:44,7.60 pH,-28.7 mV,30.4 째C,98.80%,8/3/2024 8:44,11.77 psu,46.05 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:44,6.16 mg/L,87.4 % sat,126.1 Torr,30.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
16,8/3/2024 8:45,7.63 pH,-30.5 mV,30.4 째C,98.80%,8/3/2024 8:45,11.78 psu,46.09 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:45,6.26 mg/L,88.8 % sat,128.2 Torr,30.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
15,8/3/2024 8:46,7.63 pH,-30.5 mV,30.4 째C,98.80%,8/3/2024 8:46,11.78 psu,46.09 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:46,6.25 mg/L,88.8 % sat,128.1 Torr,30.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
14,8/3/2024 8:46,7.63 pH,-30.4 mV,30.6 째C,98.80%,8/3/2024 8:46,11.75 psu,46.13 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:46,6.41 mg/L,91.3 % sat,131.7 Torr,30.5 째C,757.0 mmHg,11.7 ppt,1.471 Torr/%Sat
13,8/3/2024 8:47,7.64 pH,-31.6 mV,30.7 째C,98.80%,8/3/2024 8:47,11.75 psu,46.12 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:47,6.44 mg/L,91.7 % sat,132.3 Torr,30.6 째C,757.0 mmHg,11.7 ppt,1.471 Torr/%Sat
12,8/3/2024 8:49,7.36 pH,-14.7 mV,27.1 째C,98.80%,8/3/2024 8:49,11.77 psu,43.19 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:49,5.34 mg/L,71.7 % sat,104.3 Torr,27.1 째C,758.0 mmHg,11.8 ppt,1.471 Torr/%Sat
11,8/3/2024 8:50,7.56 pH,-26.1 mV,27.5 째C,98.80%,8/3/2024 8:50,11.77 psu,43.54 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:50,6.72 mg/L,90.9 % sat,132.0 Torr,27.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
10,8/3/2024 8:51,7.55 pH,-25.7 mV,27.5 째C,98.80%,8/3/2024 8:51,11.75 psu,43.50 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:51,6.96 mg/L,94.1 % sat,136.8 Torr,27.5 째C,757.0 mmHg,11.7 ppt,1.471 Torr/%Sat
9,8/3/2024 8:52,7.54 pH,-25.2 mV,27.5 째C,98.80%,8/3/2024 8:52,11.76 psu,43.48 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:52,6.79 mg/L,91.7 % sat,133.3 Torr,27.4 째C,758.0 mmHg,11.8 ppt,1.471 Torr/%Sat
8,8/3/2024 8:53,7.51 pH,-23.6 mV,27.4 째C,98.80%,8/3/2024 8:53,11.77 psu,43.50 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:53,6.67 mg/L,90.1 % sat,131.0 Torr,27.4 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
7,8/3/2024 8:54,7.51 pH,-23.5 mV,27.4 째C,98.80%,8/3/2024 8:54,11.78 psu,43.54 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:54,6.68 mg/L,90.2 % sat,131.0 Torr,27.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
6,8/3/2024 8:56,7.57 pH,-27.0 mV,27.4 째C,98.80%,8/3/2024 8:56,11.75 psu,43.40 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:56,6.75 mg/L,91.1 % sat,132.4 Torr,27.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
5,8/3/2024 8:57,7.54 pH,-25.1 mV,27.2 째C,98.80%,8/3/2024 8:57,11.77 psu,43.33 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:57,6.73 mg/L,90.5 % sat,131.6 Torr,27.1 째C,758.0 mmHg,11.8 ppt,1.471 Torr/%Sat
4,8/3/2024 8:58,7.57 pH,-26.6 mV,27.3 째C,98.80%,8/3/2024 8:58,11.77 psu,43.39 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 8:58,6.70 mg/L,90.3 % sat,131.4 Torr,27.2 째C,758.0 mmHg,11.8 ppt,1.471 Torr/%Sat
3,8/3/2024 9:00,7.70 pH,-34.2 mV,27.3 째C,98.80%,8/3/2024 9:00,11.77 psu,43.36 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 9:00,6.66 mg/L,89.7 % sat,130.5 Torr,27.2 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
2,8/3/2024 9:01,7.60 pH,-28.8 mV,27.4 째C,98.80%,8/3/2024 9:01,11.76 psu,43.43 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 9:01,6.80 mg/L,91.7 % sat,133.3 Torr,27.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
1,8/3/2024 9:01,7.62 pH,-29.9 mV,27.4 째C,98.80%,8/3/2024 9:01,11.75 psu,43.43 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 9:01,6.90 mg/L,93.2 % sat,135.4 Torr,27.3 째C,757.0 mmHg,11.8 ppt,1.471 Torr/%Sat
24,8/3/2024 15:02,7.62 pH,-30.1 mV,30.6 째C,98.80%,8/3/2024 15:02,11.85 psu,46.48 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:02,6.34 mg/L,90.0 % sat,129.8 Torr,30.2 째C,756.0 mmHg,11.9 ppt,1.471 Torr/%Sat
23,8/3/2024 15:02,7.62 pH,-30.1 mV,30.5 째C,98.80%,8/3/2024 15:02,11.85 psu,46.42 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:02,6.33 mg/L,89.9 % sat,129.6 Torr,30.2 째C,756.0 mmHg,11.9 ppt,1.471 Torr/%Sat
22,8/3/2024 15:03,7.65 pH,-32.1 mV,30.6 째C,98.80%,8/3/2024 15:03,11.85 psu,46.47 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:03,6.38 mg/L,90.7 % sat,130.7 Torr,30.4 째C,756.0 mmHg,11.9 ppt,1.471 Torr/%Sat
21,8/3/2024 15:04,7.69 pH,-34.4 mV,30.7 째C,98.80%,8/3/2024 15:04,11.85 psu,46.56 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:04,6.35 mg/L,90.5 % sat,130.4 Torr,30.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
20,8/3/2024 15:04,7.67 pH,-32.9 mV,30.6 째C,98.80%,8/3/2024 15:04,11.85 psu,46.48 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:04,6.32 mg/L,90.1 % sat,129.8 Torr,30.5 째C,756.0 mmHg,11.9 ppt,1.471 Torr/%Sat
19,8/3/2024 15:05,7.68 pH,-33.8 mV,30.6 째C,98.80%,8/3/2024 15:05,11.85 psu,46.49 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:05,6.25 mg/L,89.2 % sat,128.5 Torr,30.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
18,8/3/2024 15:07,7.65 pH,-32.0 mV,30.7 째C,98.80%,8/3/2024 15:07,11.84 psu,46.55 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:07,0.65 mg/L,9.3 % sat,13.5 Torr,30.6 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
17,8/3/2024 15:08,7.66 pH,-32.3 mV,30.6 째C,98.80%,8/3/2024 15:08,11.84 psu,46.49 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:08,1.05 mg/L,15.0 % sat,21.5 Torr,30.4 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
16,8/3/2024 15:09,7.63 pH,-30.8 mV,30.6 째C,98.80%,8/3/2024 15:09,11.84 psu,46.45 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:09,0.97 mg/L,13.9 % sat,20.0 Torr,30.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
15,8/3/2024 15:10,7.66 pH,-32.5 mV,30.7 째C,98.80%,8/3/2024 15:10,11.84 psu,46.51 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:10,0.96 mg/L,13.7 % sat,19.7 Torr,30.6 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
14,8/3/2024 15:12,7.66 pH,-32.7 mV,30.9 째C,98.80%,8/3/2024 15:12,11.83 psu,46.65 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:12,0.78 mg/L,11.1 % sat,15.9 Torr,30.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
13,8/3/2024 15:12,7.65 pH,-32.2 mV,30.8 째C,98.80%,8/3/2024 15:12,11.83 psu,46.62 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:12,0.78 mg/L,11.2 % sat,16.1 Torr,30.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
12,8/3/2024 15:14,7.39 pH,-16.5 mV,27.0 째C,98.80%,8/3/2024 15:14,11.81 psu,43.27 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:14,2.85 mg/L,38.4 % sat,55.7 Torr,27.0 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
11,8/3/2024 15:16,7.67 pH,-32.7 mV,27.7 째C,98.80%,8/3/2024 15:16,11.83 psu,43.97 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:16,0.33 mg/L,4.5 % sat,6.6 Torr,27.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
10,8/3/2024 15:17,7.65 pH,-31.2 mV,27.5 째C,98.80%,8/3/2024 15:17,11.84 psu,43.82 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:17,0.90 mg/L,12.2 % sat,17.6 Torr,27.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
9,8/3/2024 15:18,7.69 pH,-33.9 mV,27.8 째C,98.80%,8/3/2024 15:18,11.83 psu,43.97 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:18,0.52 mg/L,7.1 % sat,10.3 Torr,27.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
8,8/3/2024 15:19,7.71 pH,-34.8 mV,27.7 째C,98.80%,8/3/2024 15:19,11.83 psu,43.91 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:19,0.76 mg/L,10.3 % sat,14.9 Torr,27.6 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
7,8/3/2024 15:20,7.64 pH,-31.2 mV,27.5 째C,98.80%,8/3/2024 15:20,11.83 psu,43.74 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:20,0.77 mg/L,10.4 % sat,15.1 Torr,27.3 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
6,8/3/2024 15:22,7.95 pH,-49.0 mV,27.7 째C,98.80%,8/3/2024 15:22,11.83 psu,43.98 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:22,6.69 mg/L,91.0 % sat,131.9 Torr,27.6 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
5,8/3/2024 15:23,7.68 pH,-33.4 mV,27.6 째C,98.80%,8/3/2024 15:23,11.84 psu,43.87 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:23,6.74 mg/L,91.4 % sat,132.7 Torr,27.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
4,8/3/2024 15:24,7.70 pH,-34.4 mV,27.7 째C,98.80%,8/3/2024 15:24,11.84 psu,43.93 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:24,6.74 mg/L,91.5 % sat,132.8 Torr,27.6 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
3,8/3/2024 15:24,7.68 pH,-33.3 mV,27.6 째C,98.80%,8/3/2024 15:24,11.84 psu,43.89 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:24,6.66 mg/L,90.4 % sat,131.1 Torr,27.5 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
2,8/3/2024 15:25,7.72 pH,-35.4 mV,27.8 째C,98.80%,8/3/2024 15:25,11.83 psu,44.00 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:25,6.73 mg/L,91.5 % sat,132.7 Torr,27.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
1,8/3/2024 15:25,7.73 pH,-36.2 mV,27.8 째C,98.80%,8/3/2024 15:25,11.83 psu,44.04 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/3/2024 15:25,6.84 mg/L,93.2 % sat,135.1 Torr,27.7 째C,756.0 mmHg,11.8 ppt,1.471 Torr/%Sat
1,8/4/2024 9:12,7.64 pH,-32.2 mV,27.2 째C,99.50%,8/4/2024 9:12,11.95 psu,43.89 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:12,6.74 mg/L,90.4 % sat,132.1 Torr,27.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
2,8/4/2024 9:13,7.62 pH,-30.6 mV,27.1 째C,99.50%,8/4/2024 9:13,11.96 psu,43.89 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:13,6.79 mg/L,91.1 % sat,133.2 Torr,27.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
3,8/4/2024 9:13,7.57 pH,-27.9 mV,27.0 째C,99.50%,8/4/2024 9:13,11.95 psu,43.76 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:13,6.76 mg/L,90.5 % sat,132.3 Torr,26.9 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
4,8/4/2024 9:14,7.57 pH,-27.6 mV,27.0 째C,99.50%,8/4/2024 9:14,11.95 psu,43.80 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:14,6.82 mg/L,91.3 % sat,133.5 Torr,27.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
5,8/4/2024 9:15,7.58 pH,-28.2 mV,27.0 째C,99.50%,8/4/2024 9:15,11.95 psu,43.74 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:15,6.84 mg/L,91.5 % sat,133.8 Torr,26.9 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
6,8/4/2024 9:16,7.59 pH,-28.9 mV,27.1 째C,99.50%,8/4/2024 9:16,11.96 psu,43.85 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:16,6.82 mg/L,91.4 % sat,133.6 Torr,27.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
7,8/4/2024 9:17,7.53 pH,-25.8 mV,27.0 째C,99.50%,8/4/2024 9:17,11.94 psu,43.72 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:17,6.42 mg/L,85.8 % sat,125.5 Torr,26.9 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
8,8/4/2024 9:19,7.53 pH,-25.8 mV,27.1 째C,99.50%,8/4/2024 9:19,11.95 psu,43.84 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:19,6.62 mg/L,88.6 % sat,129.6 Torr,27.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
9,8/4/2024 9:20,7.56 pH,-27.2 mV,27.2 째C,99.50%,8/4/2024 9:20,11.96 psu,43.91 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:20,6.85 mg/L,91.8 % sat,134.3 Torr,27.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
10,8/4/2024 9:20,7.55 pH,-26.4 mV,27.0 째C,99.50%,8/4/2024 9:20,11.95 psu,43.75 mS,27.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:20,6.77 mg/L,90.5 % sat,132.3 Torr,26.9 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
11,8/4/2024 9:21,7.57 pH,-27.9 mV,27.2 째C,99.50%,8/4/2024 9:21,11.96 psu,43.92 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:21,6.88 mg/L,92.2 % sat,134.9 Torr,27.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
12,8/4/2024 9:23,7.40 pH,-18.0 mV,26.6 째C,99.50%,8/4/2024 9:23,11.91 psu,43.27 mS,26.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:23,5.44 mg/L,72.2 % sat,105.7 Torr,26.5 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
13,8/4/2024 9:25,7.51 pH,-24.8 mV,30.2 째C,99.50%,8/4/2024 9:25,11.97 psu,46.58 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:25,6.25 mg/L,88.1 % sat,127.9 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
14,8/4/2024 9:26,7.56 pH,-27.9 mV,30.3 째C,99.50%,8/4/2024 9:26,11.96 psu,46.56 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:26,6.23 mg/L,87.9 % sat,127.6 Torr,30.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
15,8/4/2024 9:27,7.58 pH,-28.6 mV,30.2 째C,99.50%,8/4/2024 9:27,11.95 psu,46.47 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:27,6.28 mg/L,88.5 % sat,128.5 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
16,8/4/2024 9:29,7.55 pH,-27.2 mV,30.0 째C,99.50%,8/4/2024 9:29,11.94 psu,46.28 mS,30.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:29,6.03 mg/L,84.7 % sat,123.1 Torr,29.9 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
17,8/4/2024 9:30,7.57 pH,-28.3 mV,30.1 째C,99.50%,8/4/2024 9:30,11.95 psu,46.34 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:30,6.07 mg/L,85.4 % sat,124.0 Torr,29.9 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
18,8/4/2024 9:31,7.57 pH,-28.2 mV,30.2 째C,99.50%,8/4/2024 9:31,11.95 psu,46.47 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:31,6.15 mg/L,86.7 % sat,125.8 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
19,8/4/2024 9:33,7.61 pH,-30.6 mV,30.1 째C,99.50%,8/4/2024 9:33,11.95 psu,46.42 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:33,6.25 mg/L,88.1 % sat,127.9 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
20,8/4/2024 9:34,7.60 pH,-29.8 mV,30.0 째C,99.50%,8/4/2024 9:34,11.95 psu,46.37 mS,30.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:34,6.30 mg/L,88.7 % sat,128.8 Torr,29.9 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
21,8/4/2024 9:35,7.61 pH,-30.6 mV,30.1 째C,99.50%,8/4/2024 9:35,11.96 psu,46.44 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:35,6.29 mg/L,88.6 % sat,128.7 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
22,8/4/2024 9:36,7.61 pH,-30.7 mV,30.0 째C,99.50%,8/4/2024 9:36,11.96 psu,46.36 mS,30.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:36,6.32 mg/L,88.9 % sat,129.1 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
23,8/4/2024 9:37,7.62 pH,-30.9 mV,29.9 째C,99.50%,8/4/2024 9:37,11.95 psu,46.26 mS,29.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:37,6.21 mg/L,87.2 % sat,126.6 Torr,29.8 째C,760.0 mmHg,11.9 ppt,1.475 Torr/%Sat
24,8/4/2024 9:38,7.61 pH,-30.4 mV,30.1 째C,99.50%,8/4/2024 9:38,11.95 psu,46.38 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 9:38,6.33 mg/L,89.1 % sat,129.4 Torr,30.0 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
1,8/4/2024 15:03,7.63 pH,-31.4 mV,27.4 째C,99.50%,8/4/2024 15:03,11.98 psu,44.20 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:03,6.95 mg/L,93.4 % sat,136.5 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
