"Sample_Name","Phase_1_DO","Phase_1_temp","Phase_2.1_DO","Phase_2.1_temp","Phase_1_treat","Phase_2_treat","Phase_1_rep_R","Phase_2_rep_R","Actual_shell_pre_mg","Actual_tissue_pre_mg","Actual_shell_post_mg","Actual_tissue_post_mg","Actual_shell_growth_mg","Actual_tissue_growth_mg","Exclude_all","Exclude_pre_analysis","Notes_pre","Notes_post","Area_pre_mm2","Feret_pre_mm","AreaNotes_Pre","Area_post_mm2","Feret_post_mm","AreaNotes_Post","Area_growth_mm2","Feret_growth_mm"
"2024_Both03_Both06_O65","Hyp","Warm","Hyp","Warm","Both","Both","Both03","Both06",152.0532,145.8468,305.80134,244.39866,153.74814,98.55186,NA,NA,NA,NA,179.8,18.8,NA,159.8,19.6,NA,-20,0.800000000000001
"2024_Both03_Both06_O66","Hyp","Warm","Hyp","Warm","Both","Both","Both03","Both06",497.86776,290.73224,652.72428,345.67572,154.85652,54.94348,NA,NA,NA,NA,354.5,25.6,NA,272.7,21.5,NA,-81.8,-4.1
"2024_Both03_Cont01_O5","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont01",180.39606,137.50394,177.07092,135.32908,-3.32514,-2.17486,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell, 6/9/2025 SC found no tissue inside shell during nutrient processing, dead",152.1,15.4,NA,159.6,17.3,NA,7.5,1.9
"2024_Both03_Cont01_O6","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont01",227.73972,174.76028,314.03502,219.46498,86.2953,44.7047,NA,NA,NA,NA,128.7,15.9,NA,199.6,19.1,NA,70.9,3.2
"2024_Both03_Cont02_O17","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont02",975.57954,525.22046,1472.45046,651.54954,496.87092,126.32908,NA,NA,NA,NA,394.2,26.7,NA,536.9,30.5,NA,142.7,3.8
"2024_Both03_Cont02_O18","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont02",920.31888,585.68112,1739.09502,762.80498,818.77614,177.12386,NA,NA,NA,NA,484.2,30.7,NA,643.1,37.1,NA,158.9,6.4
"2024_Both03_Cont03_O29","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont03",359.63694,182.46306,741.078,352.322,381.44106,169.85894,NA,NA,NA,NA,241.8,22.3,NA,352,25.9,"6/26/25 SKM Manually calculated post phase 2 data from remeasuring scales and converting from pixels",110.2,3.6
"2024_Both03_Cont03_O30","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont03",393.83838,238.76162,709.88502,480.11498,316.04664,241.35336,NA,NA,NA,NA,275.6,23.6,NA,369.2,27.1,NA,93.6,3.5
"2024_Both03_Cont04_O41","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont04",114.36828,75.03172,213.17244,122.92756,98.80416,47.89584,NA,NA,NA,NA,98.8,12.6,NA,138.3,15,NA,39.5,2.4
"2024_Both03_Cont04_O42","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont04",227.73972,123.06028,585.27144,269.22856,357.53172,146.16828,NA,NA,NA,NA,181.8,16.5,NA,329.1,24.3,NA,147.3,7.8
"2024_Both03_Cont05_O53","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont05",136.85256,84.14744,133.68576,83.31424,-3.1668,-0.8332,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell, 5/21/2025 SC found no tissue inside shell during nutrient processing, dead",116.9,13.6,NA,124.8,14.1,NA,7.89999999999999,0.5
"2024_Both03_Cont05_O54","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont05",896.2512,436.3488,1238.42394,568.27606,342.17274,131.92726,NA,NA,NA,NA,295.1,25.4,NA,439.7,29,NA,144.6,3.6
"2024_Both03_Cont06_O65","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont06",284.10876,214.99124,542.99466,313.20534,258.8859,98.2141,NA,NA,NA,NA,186.8,18.5,NA,292.2,20.9,NA,105.4,2.4
"2024_Both03_Cont06_O66","Hyp","Warm","Norm","Ambient","Both","Cont","Both03","Cont06",341.58618,201.61382,438.6486,223.8514,97.06242,22.23758,NA,NA,NA,NA,246.7,19.4,NA,224.5,18.8,NA,-22.2,-0.599999999999998
"2024_Both03_Hyp01_O5","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp01",500.71788,396.38212,899.73468,580.66532,399.0168,184.2832,NA,NA,NA,NA,312.6,21.8,NA,454.8,28.9,NA,142.2,7.1
"2024_Both03_Hyp01_O6","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp01",432.79002,298.50998,688.8258,445.7742,256.03578,147.26422,NA,NA,NA,NA,224.3,19,NA,291,21.7,NA,66.7,2.7
"2024_Both03_Hyp02_O17","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp02",1126.47756,616.42244,1717.87746,916.72254,591.3999,300.3001,NA,NA,NA,NA,524.4,28.6,NA,494.5,27.2,NA,-29.9,-1.4
"2024_Both03_Hyp02_O18","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp02",402.86376,407.13624,665.70816,499.69184,262.8444,92.5556,NA,NA,NA,NA,363.6,26.2,NA,375,27.6,NA,11.4,1.4
"2024_Both03_Hyp03_O29","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp03",353.9367,228.2633,770.68758,499.91242,416.75088,271.64912,NA,NA,NA,NA,252.7,20.4,NA,426.9,26.3,"7/3/25 SKM added in  area/feret data from Teresa rerunning analysis",174.2,5.9
"2024_Both03_Hyp03_O30","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp03",631.34838,497.55162,1043.5074,865.7926,412.15902,368.24098,NA,NA,NA,NA,424.4,27.7,NA,554.5,32.1,NA,130.1,4.4
"2024_Both03_Hyp04_O41","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp04",215.86422,255.63578,357.8952,342.6048,142.03098,86.96902,NA,NA,NA,NA,278.6,23.9,NA,224.2,19,NA,-54.4,-4.9
"2024_Both03_Hyp04_O42","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp04",103.60116,90.79884,191.79654,141.40346,88.19538,50.60462,NA,NA,NA,NA,107.8,12.4,NA,128,14,NA,20.2,1.6
"2024_Both03_Hyp05_O53","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp05",270.17484,165.72516,374.99592,193.30408,104.82108,27.57892,NA,NA,NA,NA,192,17.6,NA,215.6,18.2,NA,23.6,0.599999999999998
"2024_Both03_Hyp05_O54","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp05",637.84032,391.85968,774.01272,436.38728,136.1724,44.5276,NA,NA,NA,NA,291.8,22.9,NA,335.6,22.8,NA,43.8,-0.0999999999999979
"2024_Both03_Hyp06_O65","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp06",421.2312,218.7688,663.96642,276.93358,242.73522,58.16478,NA,NA,NA,NA,242.9,20.8,NA,285.4,21.4,NA,42.5,0.599999999999998
"2024_Both03_Hyp06_O66","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both03","Hyp06",212.69742,141.90258,336.83598,219.66402,124.13856,77.76144,NA,NA,NA,NA,173.3,18.5,NA,220.7,18.8,NA,47.4,0.300000000000001
"2024_Both03_Warm01_O5","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm01",599.68038,373.71962,925.38576,459.51424,325.70538,85.79462,NA,NA,NA,NA,359.7,25.2,NA,410.1,26.7,NA,50.4,1.5
"2024_Both03_Warm01_O6","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm01",531.75252,230.14748,676.9503,276.1497,145.19778,46.00222,NA,NA,NA,NA,262.7,20,NA,296,22.8,NA,33.3,2.8
"2024_Both03_Warm02_O17","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm02",507.68484,334.61516,994.89702,487.60298,487.21218,152.98782,NA,NA,NA,NA,300.3,21.9,NA,409.8,26.2,NA,109.5,4.3
"2024_Both03_Warm02_O18","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm02",134.16078,131.83922,356.47014,247.02986,222.30936,115.19064,NA,NA,NA,NA,131.3,14.1,NA,195.8,19.2,NA,64.5,5.1
"2024_Both03_Warm03_O29","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm03",264.4746,197.0254,454.16592,272.33408,189.69132,75.30868,NA,NA,NA,NA,147.6,16.3,NA,166.6,19.6,NA,19,3.3
"2024_Both03_Warm03_O30","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm03",674.89188,438.90812,987.45504,590.74496,312.56316,151.83684,NA,NA,NA,NA,393.5,27.1,NA,428.4,27.1,NA,34.9,0
"2024_Both03_Warm04_O41","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm04",301.6845,180.7155,530.01078,363.98922,228.32628,183.27372,NA,NA,NA,NA,147.4,18.5,NA,198.8,18.9,NA,51.4,0.399999999999999
"2024_Both03_Warm04_O42","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm04",270.64986,194.75014,538.56114,315.93886,267.91128,121.18872,NA,NA,NA,NA,215.9,20.4,NA,245.8,24,NA,29.9,3.6
"2024_Both03_Warm05_O53","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm05",214.91418,172.98582,397.95522,263.34478,183.04104,90.35896,NA,NA,NA,NA,151.3,16.3,NA,196.9,18,NA,45.6,1.7
"2024_Both03_Warm05_O54","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm05",297.25098,268.84902,606.64734,505.95266,309.39636,237.10364,NA,NA,NA,NA,298.2,21,NA,337.7,24.9,NA,39.5,3.9
"2024_Both03_Warm06_O65","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm06",585.58812,429.41188,999.48888,635.91112,413.90076,206.49924,NA,NA,NA,NA,338.8,27.3,NA,369.8,27.3,NA,31,0
"2024_Both03_Warm06_O66","Hyp","Warm","Norm","Warm","Both","Warm","Both03","Warm06",308.17644,240.82356,628.33992,292.96008,320.16348,52.13652,NA,NA,NA,NA,240.9,22.3,NA,284.1,22.9,NA,43.2,0.599999999999998
"2024_Both04_Both01_O7","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both01",189.10476,119.89524,384.65466,174.94534,195.5499,55.0501,NA,NA,NA,NA,128.6,15.8,NA,214.5,19.1,NA,85.9,3.3
"2024_Both04_Both01_O8","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both01",256.87428,184.22572,306.11802,182.48198,49.24374,-1.74374,NA,NA,NA,NA,194.3,17.6,NA,198,18.3,NA,3.69999999999999,0.699999999999999
"2024_Both04_Both02_O19","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both02",260.99112,224.80888,766.57074,488.92926,505.57962,264.12038,NA,NA,NA,NA,229.3,19.9,NA,339.7,23.6,NA,110.4,3.7
"2024_Both04_Both02_O20","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both02",342.8529,158.6471,574.0293,204.7707,231.1764,46.1236,NA,NA,NA,NA,186.3,16.8,NA,177.5,16.9,NA,-8.80000000000001,0.0999999999999979
"2024_Both04_Both03_O31","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both03",200.66358,112.53642,278.56686,149.33314,77.90328,36.79672,NA,NA,NA,NA,124.1,14.1,NA,145,15,NA,20.9,0.9
"2024_Both04_Both03_O32","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both03",465.5664,245.6336,503.88468,240.41532,38.31828,-5.21828,NA,NA,NA,NA,245.5,19.1,NA,211.5,19,NA,-34,-0.100000000000001
"2024_Both04_Both04_O43","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both04",332.08578,185.51422,641.79882,288.20118,309.71304,102.68696,NA,NA,NA,NA,207,19,"6/16/25 SKM added in unmatched data, taken from O41 and validated with pictures",276.6,21.6,NA,69.6,2.6
"2024_Both04_Both04_O44","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both04",430.88994,244.21006,548.6949,325.3051,117.80496,81.09504,NA,NA,NA,NA,209.7,20,NA,259,20.6,NA,49.3,0.600000000000001
"2024_Both04_Both05_O55","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both05",236.44842,199.95158,466.67478,288.92522,230.22636,88.97364,NA,NA,NA,NA,176.3,18.4,NA,248.4,22.2,NA,72.1,3.8
"2024_Both04_Both05_O56","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both05",387.1881,218.6119,660.64128,258.95872,273.45318,40.34682,NA,NA,NA,NA,265.6,21,NA,294.4,22.1,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",28.8,1.1
"2024_Both04_Both06_O67","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both06",192.74658,119.35342,291.23406,184.36594,98.48748,65.01252,NA,NA,NA,NA,167.3,16.4,NA,204.1,19.1,NA,36.8,2.7
"2024_Both04_Both06_O68","Hyp","Warm","Hyp","Warm","Both","Both","Both04","Both06",195.43836,195.16164,192.11322,193.48678,-3.32514,-1.67486,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",231.3,20.4,NA,215,20.1,NA,-16.3,-0.299999999999997
"2024_Both04_Cont01_O7","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont01",226.31466,175.98534,411.41412,267.28588,185.09946,91.30054,NA,NA,NA,NA,158.5,15.2,NA,289.6,21.8,NA,131.1,6.6
"2024_Both04_Cont01_O8","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont01",312.7683,179.0317,616.30608,311.09392,303.53778,132.06222,NA,NA,NA,NA,170.2,17.2,NA,300.6,22.6,NA,130.4,5.4
"2024_Both04_Cont02_O19","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont02",874.8753,561.7247,1579.64664,702.05336,704.77134,140.32866,NA,NA,NA,NA,534.9,32.8,NA,547.9,34,NA,13,1.2
"2024_Both04_Cont02_O20","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont02",460.34118,282.15882,883.26732,426.33268,422.92614,144.17386,NA,NA,NA,NA,193.1,17.9,NA,302.9,22.4,NA,109.8,4.5
"2024_Both04_Cont03_O31","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont03",653.51598,219.28402,1333.2696,426.4304,679.75362,207.14638,NA,NA,NA,NA,280.3,22.7,NA,427.5,26.6,NA,147.2,3.9
"2024_Both04_Cont03_O32","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont03",500.87622,242.52378,1081.66734,462.53266,580.79112,220.00888,NA,NA,NA,"09/26/24 SKM fixed to be O32 instead of O21 and updated phase 1 info",228.2,20.9,NA,380.8,28,"6/11/25 SKM added in unmatched data",152.6,7.1
"2024_Both04_Cont04_O43","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont04",405.3972,214.6028,645.59898,335.50102,240.20178,120.89822,NA,NA,NA,NA,289,21.5,NA,362.9,25,NA,73.9,3.5
"2024_Both04_Cont04_O44","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont04",254.49918,218.80082,608.23074,424.96926,353.73156,206.16844,NA,NA,NA,NA,251.6,20.4,NA,376.1,25.6,NA,124.5,5.2
"2024_Both04_Cont05_O55","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont05",248.32392,158.37608,410.62242,239.57758,162.2985,81.2015,NA,NA,NA,NA,194.2,17.6,NA,238.6,19.8,NA,44.4,2.2
"2024_Both04_Cont05_O56","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont05",245.4738,137.3262,454.00758,232.59242,208.53378,95.26622,NA,NA,NA,NA,152,15.4,NA,208.7,17.4,NA,56.7,2
"2024_Both04_Cont06_O67","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont06",390.51324,202.88676,551.70336,212.69664,161.19012,9.80988,NA,NA,NA,NA,237.4,20.5,NA,229.8,19.3,NA,-7.59999999999999,-1.2
"2024_Both04_Cont06_O68","Hyp","Warm","Norm","Ambient","Both","Cont","Both04","Cont06",152.0532,129.6468,366.76224,224.93776,214.70904,95.29096,NA,NA,NA,NA,146.5,15.5,NA,216.4,18.5,NA,69.9,3
"2024_Both04_Hyp01_O7","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp01",531.43584,213.96416,946.28664,378.71336,414.8508,164.7492,NA,NA,NA,NA,285.2,23.4,NA,385.1,24.1,NA,99.9,0.700000000000003
"2024_Both04_Hyp01_O8","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp01",413.3142,293.5858,709.25166,496.24834,295.93746,202.66254,NA,NA,NA,NA,216.3,20.8,NA,365,28.3,NA,148.7,7.5
"2024_Both04_Hyp02_O19","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp02",392.09664,224.10336,529.53576,238.86424,137.43912,14.76088,NA,NA,NA,"9/26/24 SKM changed from P19 to O19 and phase 1 info, typo in entering the data",242.2,19.1,NA,233.7,18.6,"6/11/25 SKM added in unmatched data to correct corrected bee tag",-8.5,-0.5
"2024_Both04_Hyp02_O20","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp02",307.06806,246.53194,545.05308,293.94692,237.98502,47.41498,NA,NA,NA,NA,298.4,26.1,NA,293.5,24.5,NA,-4.89999999999998,-1.6
"2024_Both04_Hyp03_O31","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp03",236.29008,153.30992,438.49026,213.30974,202.20018,59.99982,NA,NA,NA,NA,175.7,16.6,NA,194.8,17.1,NA,19.1,0.5
"2024_Both04_Hyp03_O32","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp03",166.14546,140.05454,309.75984,280.34016,143.61438,140.28562,NA,NA,NA,NA,127.6,13.5,NA,200.1,19.4,NA,72.5,5.9
"2024_Both04_Hyp04_O43","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp04",215.23086,173.46914,318.62688,247.77312,103.39602,74.30398,NA,NA,NA,NA,166,16,NA,212.3,18.6,NA,46.3,2.6
"2024_Both04_Hyp04_O44","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp04",191.95488,145.74512,306.75138,199.84862,114.7965,54.1035,NA,NA,NA,NA,116,13.5,NA,165.5,16.2,NA,49.5,2.7
"2024_Both04_Hyp05_O55","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp05",455.59098,446.70902,656.52444,576.87556,200.93346,130.16654,NA,NA,NA,NA,303.7,22.7,NA,381.2,26.5,NA,77.5,3.8
"2024_Both04_Hyp05_O56","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp05",270.8082,144.2918,378.00438,209.19562,107.19618,64.90382,NA,NA,NA,NA,158.3,17.1,NA,204.1,20.2,NA,45.8,3.1
"2024_Both04_Hyp06_O67","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp06",183.56286,123.83714,299.15106,184.24894,115.5882,60.4118,NA,NA,NA,NA,140.2,15.3,NA,181.2,16.6,NA,41,1.3
"2024_Both04_Hyp06_O68","Hyp","Warm","Hyp","Ambient","Both","Hyp","Both04","Hyp06",793.17186,405.22814,1179.04644,639.35356,385.87458,234.12542,NA,NA,NA,NA,452.2,28.4,NA,412.1,25.9,NA,-40.1,-2.5
"2024_Both04_Warm01_O7","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm01",178.81266,136.28734,374.5209,219.5791,195.70824,83.29176,NA,NA,NA,NA,148.8,15.7,NA,220.4,18.9,NA,71.6,3.2
"2024_Both04_Warm01_O8","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm01",179.7627,99.7373,403.65546,179.74454,223.89276,80.00724,NA,NA,NA,NA,149.2,17,NA,169.6,18.5,NA,20.4,1.5
"2024_Both04_Warm02_O19","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm02",205.0971,147.2029,364.2288,199.6712,159.1317,52.4683,NA,NA,NA,NA,127.6,15.2,NA,194,17.2,NA,66.4,2
"2024_Both04_Warm02_O20","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm02",346.96974,183.33026,678.21702,265.48298,331.24728,82.15272,NA,NA,NA,NA,222.2,19.4,NA,280.7,20.9,NA,58.5,1.5
"2024_Both04_Warm03_O31","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm03",271.5999,194.8001,509.1099,263.6901,237.51,68.89,NA,NA,NA,NA,213.7,19.3,NA,271.8,21.1,NA,58.1,1.8
"2024_Both04_Warm03_O32","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm03",268.11642,182.88358,477.75858,320.94142,209.64216,138.05784,NA,NA,NA,NA,234,18.8,NA,305.1,21.9,NA,71.1,3.1
"2024_Both04_Warm04_O43","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm04",469.99992,243.30008,782.2464,366.6536,312.24648,123.35352,NA,NA,NA,NA,258.2,21.8,NA,308.9,23.3,NA,50.7,1.5
"2024_Both04_Warm04_O44","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm04",274.29168,213.80832,661.27464,373.82536,386.98296,160.01704,NA,NA,NA,NA,235.9,19.3,NA,340,24,NA,104.1,4.7
"2024_Both04_Warm05_O55","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm05",202.88034,94.01966,305.48466,114.91534,102.60432,20.89568,NA,NA,NA,NA,117.3,13.9,NA,139.3,15.8,NA,22,1.9
"2024_Both04_Warm05_O56","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm05",473.32506,303.97494,766.57074,417.12926,293.24568,113.15432,NA,NA,"09.23.24, SKM changed O59 to O56 to match the photos, this was switched by accident on the physical data sheet. Phase 1 information and Sample_Name also updated.",NA,355.1,24.3,"6/11/25 SKM added in unmatched data",379.6,24.8,NA,24.5,0.5
"2024_Both04_Warm06_O67","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm06",461.6079,247.9921,944.70324,351.89676,483.09534,103.90466,NA,NA,NA,NA,279.2,21.4,NA,338.6,24,NA,59.4,2.6
"2024_Both04_Warm06_O68","Hyp","Warm","Norm","Warm","Both","Warm","Both04","Warm06",798.23874,402.96126,947.39502,417.90498,149.15628,14.94372,NA,NA,NA,NA,387.1,24.4,NA,311.2,22.9,NA,-75.9,-1.5
"2024_Both05_Both01_O10","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both01",217.28928,128.01072,307.38474,176.21526,90.09546,48.20454,NA,NA,NA,NA,146.8,16.5,NA,172.4,18.2,NA,25.6,1.7
"2024_Both05_Both01_O9","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both01",586.6965,385.9035,804.57234,493.12766,217.87584,107.22416,NA,NA,NA,NA,324.2,23.5,NA,345,24.7,NA,20.8,1.2
"2024_Both05_Both02_O21","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both02",606.01398,408.88602,961.64562,554.85438,355.63164,145.96836,"Y","Y",NA,"3/20/25 SKM Excluded, Found to be a double during nutrient processing",434.2,28.8,NA,489.2,29.6,NA,55,0.800000000000001
"2024_Both05_Both02_O22","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both02",321.79368,223.60632,653.04096,306.75904,331.24728,83.15272,NA,NA,NA,NA,243.4,22.8,NA,267.3,23,NA,23.9,0.199999999999999
"2024_Both05_Both03_O33","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both03",314.03502,204.46498,515.28516,324.61484,201.25014,120.14986,NA,NA,NA,NA,212.3,17.9,NA,321.1,22.6,NA,108.8,4.7
"2024_Both05_Both03_O34","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both03",359.32026,171.17974,592.71342,254.08658,233.39316,82.90684,NA,NA,NA,NA,226.3,21,NA,287,21.7,NA,60.7,0.699999999999999
"2024_Both05_Both04_O45","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both04",187.83804,118.76196,283.79208,154.50792,95.95404,35.74596,NA,NA,NA,NA,141.6,15.4,NA,199.1,17.7,NA,57.5,2.3
"2024_Both05_Both04_O46","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both04",166.62048,118.97952,280.15026,168.94974,113.52978,49.97022,NA,NA,NA,NA,129,14.4,NA,180.1,17.3,NA,51.1,2.9
"2024_Both05_Both05_O57","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both05",283.15872,163.64128,641.64048,271.25952,358.48176,107.61824,NA,NA,NA,NA,210.1,18.1,NA,287.8,22.6,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",77.7,4.5
"2024_Both05_Both05_O58","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both05",219.50604,121.89396,552.97008,273.02992,333.46404,151.13596,NA,NA,NA,NA,154.1,16,NA,246.9,20.9,NA,92.8,4.9
"2024_Both05_Both06_O69","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both06",439.91532,214.08468,683.91726,373.58274,244.00194,159.49806,NA,NA,NA,NA,244.1,20.3,NA,337.3,24.9,NA,93.2,4.6
"2024_Both05_Both06_O70","Hyp","Warm","Hyp","Warm","Both","Both","Both05","Both06",191.47986,188.42014,134.6358,85.8642,-56.84406,-102.55594,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",187.7,18,NA,170.5,17.7,NA,-17.2,-0.300000000000001
"2024_Both05_Cont01_O10","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont01",640.84878,298.15122,1087.20924,520.49076,446.36046,222.33954,NA,NA,NA,NA,262.5,19.6,NA,422.2,26.7,NA,159.7,7.1
"2024_Both05_Cont01_O9","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont01",603.79722,317.30278,1085.78418,470.41582,481.98696,153.11304,NA,NA,NA,NA,265.4,23,NA,399.8,25.9,NA,134.4,2.9
"2024_Both05_Cont02_O21","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont02",248.95728,162.44272,240.56526,144.33474,-8.39202,-18.10798,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",198.2,19.1,NA,173.8,18.2,NA,-24.4,-0.900000000000002
"2024_Both05_Cont02_O22","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont02",383.54628,285.15372,643.38222,346.01778,259.83594,60.86406,NA,NA,NA,NA,276.3,22,NA,342.1,23.3,NA,65.8,1.3
"2024_Both05_Cont03_O33","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont03",761.6622,322.1378,1188.54684,452.85316,426.88464,130.71536,NA,NA,NA,NA,287.3,22.9,NA,355.7,24.5,NA,68.4,1.6
"2024_Both05_Cont03_O34","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont03",204.78042,122.81958,694.20936,379.69064,489.42894,256.87106,NA,NA,NA,NA,149,15.2,NA,368.5,25.7,NA,219.5,10.5
"2024_Both05_Cont04_O45","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont04",329.23566,187.76434,593.8218,281.6782,264.58614,93.91386,NA,NA,NA,NA,278.4,22.5,NA,328,25.3,NA,49.6,2.8
"2024_Both05_Cont04_O46","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont04",165.5121,94.4879,325.11882,176.58118,159.60672,82.09328,NA,NA,NA,NA,128.3,14.6,NA,241,20.6,NA,112.7,6
"2024_Both05_Cont05_O57","Hyp","Warm","Norm","Ambient","Both","Cont","Both05","Cont05",653.83266,409.56734,851.44098,494.15902,197.60832,84.59168,NA,NA,NA,NA,317.7,22.6,NA,367.3,24,NA,49.6,1.4
