,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,Tag,P2Treatment,Shell#,Area_pre_mm2,Feret_pre_mm,NotesShell_Pre
295,7/25/24,2024,Both,5,Cont,5,O,58,2024_Both05_Cont05_O58,156.9,404.6,,O58,Cont5,28,163.7,17,
365,7/25/24,2024,Both,5,Hyp,5,O,58,2024_Both05_Hyp05_O58,380.9,904.9,,O58,Hyp5,4,309.3,24,
1371,7/25/24,2024,Both,5,Warm,5,O,58,2024_Both05_Warm05_O58,114.4,275.5,,O58,Warm5,23,130.5,15.7,
1065,7/25/24,2024,Both,6,Both,5,O,59,2024_Both06_Both05_O59,341.3,871.4,,O59,Both5,19,319.4,23,
377,7/25/24,2024,Both,6,Cont,5,O,59,2024_Both06_Cont05_O59,148.4,353.4,,O59,Cont5,30,145.8,15.3,
555,7/25/24,2024,Both,6,Warm,5,O,59,2024_Both06_Warm05_O59,248.6,630.7,,O59,Warm5,35,250.2,21.3,
721,7/25/24,2024,Both,6,Hyp,5,O,59,2024_Both06_Hyp05_O59,178.4,441.5,,O59,Hyp5,27,145.7,16.1,
24,7/23/24,2024,Both,3,Cont,1,O,6,2024_Both03_Cont01_O6,145.3,402.5,,O6,Cont1,40,128.7,15.9,
363,7/23/24,2024,Both,3,Hyp,1,O,6,2024_Both03_Hyp01_O6,274.8,731.3,,O6,Hyp1,14,224.3,19,
798,7/23/24,2024,Both,3,Warm,1,O,6,2024_Both03_Warm01_O6,337.3,761.9,,O6,Warm1,21,262.7,20,
1166,7/25/24,2024,Both,6,Both,5,O,60,2024_Both06_Both05_O60,164.4,474.1,,O60,Both5,41,216.7,18.8,
380,7/25/24,2024,Both,6,Cont,5,O,60,2024_Both06_Cont05_O60,111,262.9,,O60,Cont5,43,127.8,14.1,
136,7/25/24,2024,Both,6,Hyp,5,O,60,2024_Both06_Hyp05_O60,173.6,486,,O60,Hyp5,29,181.8,20.3,
1071,7/25/24,2024,Both,6,Warm,5,O,60,2024_Both06_Warm05_O60,105.2,272.1,,O60,Warm5,44,106.3,13.8,
1380,7/26/24,2024,Both,1,Both,6,O,61,2024_Both01_Both06_O61,87.1,230.6,,O61,Both6,11,109.2,15,
383,7/25/24,2024,Both,1,Cont,6,O,61,2024_Both01_Cont06_O61,117.9,327.5,,O61,Cont6,3,151.8,17,
729,7/26/24,2024,Both,1,Hyp,6,O,61,2024_Both01_Hyp06_O61,251.2,562.5,,O61,Hyp6,18,213.4,17.6,
1076,7/25/24,2024,Both,1,Warm,6,O,61,2024_Both01_Warm06_O61,388.1,936.1,,O61,Warm6,36,287.7,21.3,
1386,7/26/24,2024,Both,1,Both,6,O,62,2024_Both01_Both06_O62,353.2,829.8,,O62,Both6,38,270,21.8,
388,7/25/24,2024,Both,1,Cont,6,O,62,2024_Both01_Cont06_O62,186.4,487.6,,O62,Cont6,31,197.4,18.5,
685,7/26/24,2024,Both,1,Hyp,6,O,62,2024_Both01_Hyp06_O62,212.3,493.8,,O62,Hyp6,34,246.1,20.6,
1079,7/25/24,2024,Both,1,Warm,6,O,62,2024_Both01_Warm06_O62,424.6,672.7,,O62,Warm6,47,208.2,18.9,
1388,7/26/24,2024,Both,2,Both,6,O,63,2024_Both02_Both06_O63,139.7,343.1,,O63,Both6,18,169.5,17.3,
392,7/25/24,2024,Both,2,Cont,6,O,63,2024_Both02_Cont06_O63,187.5,463.9,,O63,Cont6,10,198.3,18.7,
737,7/26/24,2024,Both,2,Hyp,6,O,63,2024_Both02_Hyp06_O63,275.5,663.5,,O63,Hyp6,20,220.3,19.7,
1084,7/25/24,2024,Both,2,Warm,6,O,63,2024_Both02_Warm06_O63,319.8,896.1,,O63,Warm6,5,247.4,25.8,
1394,7/26/24,2024,Both,2,Both,6,O,64,2024_Both02_Both06_O64,101.3,261.3,,O64,Both6,48,114.9,14.4,
395,7/25/24,2024,Both,2,Cont,6,O,64,2024_Both02_Cont06_O64,111.1,265.9,,O64,Cont6,42,121.9,13.6,
742,7/26/24,2024,Both,2,Hyp,6,O,64,2024_Both02_Hyp06_O64,101.4,268,,O64,Hyp6,44,130.1,14.3,
1086,7/25/24,2024,Both,2,Warm,6,O,64,2024_Both02_Warm06_O64,206.2,575.6,,O64,Warm6,37,257.8,21.3,
1398,7/26/24,2024,Both,3,Both,6,O,65,2024_Both03_Both06_O65,97.5,297.9,,O65,Both6,34,179.8,18.8,
399,7/25/24,2024,Both,3,Cont,6,O,65,2024_Both03_Cont06_O65,180.9,499.1,,O65,Cont6,37,186.8,18.5,
745,7/26/24,2024,Both,3,Hyp,6,O,65,2024_Both03_Hyp06_O65,267.5,640,,O65,Hyp6,12,242.9,20.8,
1092,7/25/24,2024,Both,3,Warm,6,O,65,2024_Both03_Warm06_O65,371.3,1015,,O65,Warm6,10,338.8,27.3,
1413,7/26/24,2024,Both,3,Both,6,O,66,2024_Both03_Both06_O66,315.9,788.6,,O66,Both6,31,354.5,25.6,
404,7/25/24,2024,Both,3,Cont,6,O,66,2024_Both03_Cont06_O66,217.2,543.2,,O66,Cont6,6,246.7,19.4,
751,7/26/24,2024,Both,3,Hyp,6,O,66,2024_Both03_Hyp06_O66,135.8,354.6,,O66,Hyp6,42,173.3,18.5,
1096,7/25/24,2024,Both,3,Warm,6,O,66,2024_Both03_Warm06_O66,196.1,549,,O66,Warm6,17,240.9,22.3,
1415,7/26/24,2024,Both,4,Both,6,O,67,2024_Both04_Both06_O67,123.2,312.1,,O67,Both6,30,167.3,16.4,
408,7/25/24,2024,Both,4,Cont,6,O,67,2024_Both04_Cont06_O67,248.1,593.4,,O67,Cont6,5,237.4,20.5,
756,7/26/24,2024,Both,4,Hyp,6,O,67,2024_Both04_Hyp06_O67,117.4,307.4,,O67,Hyp6,47,140.2,15.3,
1098,7/25/24,2024,Both,4,Warm,6,O,67,2024_Both04_Warm06_O67,293,709.6,,O67,Warm6,30,279.2,21.4,
1421,7/26/24,2024,Both,4,Both,6,O,68,2024_Both04_Both06_O68,124.9,390.6,,O68,Both6,15,231.3,20.4,
411,7/25/24,2024,Both,4,Cont,6,O,68,2024_Both04_Cont06_O68,97.5,281.7,,O68,Cont6,34,146.5,15.5,
757,7/26/24,2024,Both,4,Hyp,6,O,68,2024_Both04_Hyp06_O68,502.4,1198.4,,O68,Hyp6,11,452.2,28.4,
1105,7/25/24,2024,Both,4,Warm,6,O,68,2024_Both04_Warm06_O68,505.6,1201.2,,O68,Warm6,7,387.1,24.4,
1426,7/26/24,2024,Both,5,Both,6,O,69,2024_Both05_Both06_O69,279.3,654,,O69,Both6,1,244.1,20.3,
417,7/25/24,2024,Both,5,Cont,6,O,69,2024_Both05_Cont06_O69,350.1,922.2,,O69,Cont6,2,380.3,25.2,
764,7/26/24,2024,Both,5,Hyp,6,O,69,2024_Both05_Hyp06_O69,157.2,407.4,,O69,Hyp6,22,160,16.6,
1107,7/25/24,2024,Both,5,Warm,6,O,69,2024_Both05_Warm06_O69,388.4,1136.3,wet,O69,Warm6,1,707.1,35.3,
1430,7/23/24,2024,Both,4,Both,1,O,7,2024_Both04_Both01_O7,120.9,309,,O7,Both1,22,128.6,15.8,
25,7/23/24,2024,Both,4,Cont,1,O,7,2024_Both04_Cont01_O7,144.4,402.3,,O7,Cont1,28,158.5,15.2,
362,7/23/24,2024,Both,4,Hyp,1,O,7,2024_Both04_Hyp01_O7,337.1,745.4,,O7,Hyp1,43,285.2,23.4,
803,7/23/24,2024,Both,4,Warm,1,O,7,2024_Both04_Warm01_O7,114.4,315.1,,O7,Warm1,34,148.8,15.7,
175,7/26/24,2024,Both,5,Both,6,O,70,2024_Both05_Both06_O70,122.4,379.9,,O70,Both6,24,187.7,18,
418,7/25/24,2024,Both,5,Cont,6,O,70,2024_Both05_Cont06_O70,113.3,332.4,,O70,Cont6,16,159.9,16.4,
766,7/26/24,2024,Both,5,Hyp,6,O,70,2024_Both05_Hyp06_O70,97.2,230,,O70,Hyp6,38,120.5,15,
1110,7/25/24,2024,Both,5,Warm,6,O,70,2024_Both05_Warm06_O70,178,558.9,,O70,Warm6,42,309.3,22.1,
1433,7/26/24,2024,Both,6,Both,6,O,71,2024_Both06_Both06_O71,120.3,310.5,,O71,Both6,29,139.9,15.7,
422,7/25/24,2024,Both,6,Cont,6,O,71,2024_Both06_Cont06_O71,106.8,252.5,,O71,Cont6,21,103.1,13.2,
116,7/26/24,2024,Both,6,Hyp,6,O,71,2024_Both06_Hyp06_O71,215.8,536.8,,O71,Hyp6,9,258.7,20.4,
1115,7/25/24,2024,Both,6,Warm,6,O,71,2024_Both06_Warm06_O71,188.6,469.2,,O71,Warm6,46,171.5,21.2,
1437,7/26/24,2024,Both,6,Both,6,O,72,2024_Both06_Both06_O72,470.4,1241.8,,O72,Both6,20,453.8,28.4,
429,7/25/24,2024,Both,6,Cont,6,O,72,2024_Both06_Cont06_O72,346.6,787.4,,O72,Cont6,7,312,21.6,
776,7/26/24,2024,Both,6,Hyp,6,O,72,2024_Both06_Hyp06_O72,112.1,252.7,,O72,Hyp6,41,103.4,14.6,
1118,7/25/24,2024,Both,6,Warm,6,O,72,2024_Both06_Warm06_O72,375.8,902,,O72,Warm6,33,286,21.5,
1440,7/23/24,2024,Both,4,Both,1,O,8,2024_Both04_Both01_O8,163.7,441.1,,O8,Both1,25,194.3,17.6,
31,7/23/24,2024,Both,4,Cont,1,O,8,2024_Both04_Cont01_O8,199,491.8,,O8,Cont1,23,170.2,17.2,
460,7/23/24,2024,Both,4,Hyp,1,O,8,2024_Both04_Hyp01_O8,262.5,706.9,,O8,Hyp1,16,216.3,20.8,
806,7/23/24,2024,Both,4,Warm,1,O,8,2024_Both04_Warm01_O8,115,279.5,,O8,Warm1,23,149.2,17,
1172,7/23/24,2024,Both,5,Both,1,O,9,2024_Both05_Both01_O9,372,972.6,,O9,Both1,8,324.2,23.5,
36,7/23/24,2024,Both,5,Cont,1,O,9,2024_Both05_Cont01_O9,382.8,921.1,,O9,Cont1,12,265.4,23,
464,7/23/24,2024,Both,5,Hyp,1,O,9,2024_Both05_Hyp01_O9,137.9,355.8,,O9,Hyp1,11,164.6,17.1,
809,7/23/24,2024,Both,5,Warm,1,O,9,2024_Both05_Warm01_O9,208.1,543.8,,O9,Warm1,46,217.6,19.5,
1176,7/23/24,2024,Cont,1,Both,1,W,1,2024_Cont01_Both01_W1,141.1,327.9,,W1,Both1,24,121.6,14.6,
1,7/23/24,2024,Cont,1,Cont,1,W,1,2024_Cont01_Cont01_W1,236.7,546.5,,W1,Cont1,2,200.7,18.1,
430,7/23/24,2024,Cont,1,Hyp,1,W,1,2024_Cont01_Hyp01_W1,424.4,1111.9,,W1,Hyp1,38,372.3,29.7,
780,7/23/24,2024,Cont,1,Warm,1,W,1,2024_Cont01_Warm01_W1,267.5,640.2,,W1,Warm1,2,225.2,18.5,
1123,7/23/24,2024,Cont,5,Both,1,W,10,2024_Cont05_Both01_W10,156.7,420.9,,W10,Both1,11,167.6,16.5,
39,7/23/24,2024,Cont,5,Cont,1,W,10,2024_Cont05_Cont01_W10,165.7,401.3,,W10,Cont1,24,137.4,15.2,
360,7/23/24,2024,Cont,5,Hyp,1,W,10,2024_Cont05_Hyp01_W10,138.9,368.3,,W10,Hyp1,18,179.2,17.6,
306,7/23/24,2024,Cont,5,Warm,1,W,10,2024_Cont05_Warm01_W10,595.1,1319.9,,W10,Warm1,16,364.9,24.2,
1183,7/23/24,2024,Cont,6,Both,1,W,11,2024_Cont06_Both01_W11,175.1,484.6,,W11,Both1,40,156.2,16.6,
42,7/23/24,2024,Cont,6,Cont,1,W,11,2024_Cont06_Cont01_W11,476.4,1001.3,,W11,Cont1,44,237.5,19.4,
473,7/23/24,2024,Cont,6,Hyp,1,W,11,2024_Cont06_Hyp01_W11,347.1,856.1,,W11,Hyp1,45,250.7,20.3,
819,7/23/24,2024,Cont,6,Warm,1,W,11,2024_Cont06_Warm01_W11,913.2,2355.3,,W11,Warm1,19,553.4,30.9,
1187,7/23/24,2024,Cont,6,Both,1,W,12,2024_Cont06_Both01_W12,343.1,836.9,,W12,Both1,1,299.1,22.1,
48,7/23/24,2024,Cont,6,Cont,1,W,12,2024_Cont06_Cont01_W12,144.5,437.4,,W12,Cont1,10,175.9,17.1,
475,7/23/24,2024,Cont,6,Hyp,1,W,12,2024_Cont06_Hyp01_W12,267,676.7,,W12,Hyp1,17,229.3,19.7,
823,7/23/24,2024,Cont,6,Warm,1,W,12,2024_Cont06_Warm01_W12,236.4,669.3,,W12,Warm1,15,254.3,21.3,
1190,7/23/24,2024,Cont,1,Both,2,W,13,2024_Cont01_Both02_W13,290.5,749.2,,W13,Both2,22,312.5,23.2,
51,7/23/24,2024,Cont,1,Cont,2,W,13,2024_Cont01_Cont02_W13,361.9,890.5,,W13,Cont2,34,266.2,21.8,
480,7/23/24,2024,Cont,1,Hyp,2,W,13,2024_Cont01_Hyp02_W13,489.1,1214.3,,W13,Hyp2,39,378.8,26.6,
827,7/23/24,2024,Cont,1,Warm,2,W,13,2024_Cont01_Warm02_W13,241.6,669.7,,W13,Warm2,44,254.1,20.3,
1193,7/23/24,2024,Cont,1,Both,2,W,14,2024_Cont01_Both02_W14,120.9,285.5,,W14,Both2,42,122.5,13.7,
53,7/23/24,2024,Cont,1,Cont,2,W,14,2024_Cont01_Cont02_W14,594.1,1511.9,,W14,Cont2,27,435,27.2,
484,7/23/24,2024,Cont,1,Hyp,2,W,14,2024_Cont01_Hyp02_W14,445.6,1071,,W14,Hyp2,21,403.9,25.4,
831,7/23/24,2024,Cont,1,Warm,2,W,14,2024_Cont01_Warm02_W14,326.7,882.4,,W14,Warm2,27,262.1,20.1,
1199,7/23/24,2024,Cont,2,Both,2,W,15,2024_Cont02_Both02_W15,172.6,488,,W15,Both2,23,230.6,20.9,
57,7/23/24,2024,Cont,2,Cont,2,W,15,2024_Cont02_Cont02_W15,483.6,1242.1,,W15,Cont2,15,367.5,25.5,
489,7/23/24,2024,Cont,2,Hyp,2,W,15,2024_Cont02_Hyp02_W15,250.3,621.1,,W15,Hyp2,19,259.1,20.2,
834,7/23/24,2024,Cont,2,Warm,2,W,15,2024_Cont02_Warm02_W15,163.1,358.8,,W15,Warm2,29,152.2,15.9,
1201,7/23/24,2024,Cont,2,Both,2,W,16,2024_Cont02_Both02_W16,153.4,455.3,,W16,Both2,3,217.3,19.4,
61,7/23/24,2024,Cont,2,Cont,2,W,16,2024_Cont02_Cont02_W16,181.9,484.3,,W16,Cont2,1,206.7,19.4,
490,7/23/24,2024,Cont,2,Hyp,2,W,16,2024_Cont02_Hyp02_W16,236.9,575.8,,W16,Hyp2,12,231.7,18.9,
837,7/23/24,2024,Cont,2,Warm,2,W,16,2024_Cont02_Warm02_W16,187.2,462.9,,W16,Warm2,3,168.6,16.8,
1206,7/23/24,2024,Cont,3,Both,2,W,17,2024_Cont03_Both02_W17,568.3,1358.6,,W17,Both2,10,452.8,27.1,
67,7/23/24,2024,Cont,3,Cont,2,W,17,2024_Cont03_Cont02_W17,263.8,608.2,,W17,Cont2,17,281,22,
494,7/23/24,2024,Cont,3,Hyp,2,W,17,2024_Cont03_Hyp02_W17,403.2,1093.5,,W17,Hyp2,35,435.5,28.1,
841,7/23/24,2024,Cont,3,Warm,2,W,17,2024_Cont03_Warm02_W17,297.8,727.1,,W17,Warm2,4,261.9,20.2,
1209,7/23/24,2024,Cont,3,Both,2,W,18,2024_Cont03_Both02_W18,273.6,785.2,,W18,Both2,40,181.8,20.4,
71,7/23/24,2024,Cont,3,Hyp,2,W,18,2024_Cont03_Hyp02_W18,496.8,1375.1,,W18,Hyp2,29,449.6,26.5,
848,7/23/24,2024,Cont,3,Warm,2,W,18,2024_Cont03_Warm02_W18,668.7,1710.5,,W18,Warm2,19,520.1,28.1,
1215,7/23/24,2024,Cont,4,Both,2,W,19,2024_Cont04_Both02_W19,181.1,440.5,,W19,Both2,30,209.9,18.5,
73,7/23/24,2024,Cont,4,Cont,2,W,19,2024_Cont04_Cont02_W19,348.7,995.3,,W19,Cont2,32,386.4,26,
502,7/23/24,2024,Cont,4,Hyp,2,W,19,2024_Cont04_Hyp02_W19,315.6,829.5,,W19,Hyp2,11,356.8,25.1,
851,7/23/24,2024,Cont,4,Warm,2,W,19,2024_Cont04_Warm02_W19,424.1,1194.9,,W19,Warm2,5,457.9,29.4,
1219,7/23/24,2024,Cont,1,Both,1,W,2,2024_Cont01_Both01_W2,390.6,1074.8,,W2,Both1,6,311.5,23.5,
8,7/23/24,2024,Cont,1,Cont,1,W,2,2024_Cont01_Cont01_W2,116.9,272.2,,W2,Cont1,1,91,13.2,
435,7/23/24,2024,Cont,1,Hyp,1,W,2,2024_Cont01_Hyp01_W2,467.9,959,,W2,Hyp1,3,336.3,23.6,
784,7/23/24,2024,Cont,1,Warm,1,W,2,2024_Cont01_Warm01_W2,407.4,959.8,,W2,Warm1,30,290.2,22.3,
1151,7/23/24,2024,Cont,4,Both,2,W,20,2024_Cont04_Both02_W20,247.3,615.5,,W20,Both2,44,238.3,20.5,
78,7/23/24,2024,Cont,4,Cont,2,W,20,2024_Cont04_Cont02_W20,204.1,602.3,,W20,Cont2,35,284.8,22.5,
505,7/23/24,2024,Cont,4,Hyp,2,W,20,2024_Cont04_Hyp02_W20,484.1,1437.2,,W20,Hyp2,31,516,30.6,
856,7/23/24,2024,Cont,4,Warm,2,W,20,2024_Cont04_Warm02_W20,142.4,355.9,,W20,Warm2,22,162.8,16.6,
1221,7/23/24,2024,Cont,5,Both,2,W,21,2024_Cont05_Both02_W21,232.2,598,,W21,Both2,45,219.7,19,
82,7/23/24,2024,Cont,5,Hyp,2,W,21,2024_Cont05_Hyp02_W21,307.2,902.9,,W21,Hyp2,28,359,25.8,
858,7/23/24,2024,Cont,5,Warm,2,W,21,2024_Cont05_Warm02_W21,240.8,702.3,,W21,Warm2,46,280.9,21.1,
1226,7/23/24,2024,Cont,5,Both,2,W,22,2024_Cont05_Both02_W22,290,714.7,,W22,Both2,4,238.6,20.1,
88,7/23/24,2024,Cont,5,Cont,2,W,22,2024_Cont05_Cont02_W22,429.9,1170.6,,W22,Cont2,8,424.3,27.5,
514,7/23/24,2024,Cont,5,Hyp,2,W,22,2024_Cont05_Hyp02_W22,437.2,1090.6,,W22,Hyp2,30,352.5,23.6,
863,7/23/24,2024,Cont,5,Warm,2,W,22,2024_Cont05_Warm02_W22,158.7,396.3,,W22,Warm2,30,164.2,16.7,
353,7/23/24,2024,Cont,6,Both,2,W,23,2024_Cont06_Both02_W23,716.9,2033.6,,W23,Both2,19,606.4,31.2,
92,7/23/24,2024,Cont,6,Cont,2,W,23,2024_Cont06_Cont02_W23,198.5,581.5,,W23,Cont2,38,265.2,22.1,
517,7/23/24,2024,Cont,6,Hyp,2,W,23,2024_Cont06_Hyp02_W23,876.6,2039.7,,W23,Hyp2,1,746.8,36.1,
868,7/23/24,2024,Cont,6,Warm,2,W,23,2024_Cont06_Warm02_W23,714.9,1766.5,,W23,Warm2,20,457.2,27.1,
1235,7/23/24,2024,Cont,6,Both,2,W,24,2024_Cont06_Both02_W24,361.8,914.8,,W24,Both2,38,230.1,19.8,
95,7/23/24,2024,Cont,6,Cont,2,W,24,2024_Cont06_Cont02_W24,190,523.6,,W24,Cont2,10,195.1,17.5,
521,7/23/24,2024,Cont,6,Hyp,2,W,24,2024_Cont06_Hyp02_W24,509.5,1457.9,,W24,Hyp2,27,455.5,29.1,
872,7/23/24,2024,Cont,6,Warm,2,W,24,2024_Cont06_Warm02_W24,531.8,1344.1,,W24,Warm2,21,415.5,28.7,
1239,7/24/24,2024,Cont,1,Both,3,W,25,2024_Cont01_Both03_W25,219.5,555.3,,W25,Both3,34,212.4,18.6,
100,7/24/24,2024,Cont,1,Cont,3,W,25,2024_Cont01_Cont03_W25,128.2,345.7,,W25,Cont3,46,142.5,15.1,
527,7/24/24,2024,Cont,1,Hyp,3,W,25,2024_Cont01_Hyp03_W25,351.9,914.1,,W25,Hyp3,33,249.1,22.5,
876,7/24/24,2024,Cont,1,Warm,3,W,25,2024_Cont01_Warm03_W25,311.6,823.6,,W25,Warm3,3,341,25.4,
1243,7/24/24,2024,Cont,1,Both,3,W,26,2024_Cont01_Both03_W26,102.5,237.5,,W26,Both3,22,118.3,13.3,
101,7/24/24,2024,Cont,1,Cont,3,W,26,2024_Cont01_Cont03_W26,341,917.8,,W26,Cont3,3,324.9,24.7,
532,7/24/24,2024,Cont,1,Hyp,3,W,26,2024_Cont01_Hyp03_W26,136.4,346.3,,W26,Hyp3,14,158.5,16.3,
879,7/24/24,2024,Cont,1,Warm,3,W,26,2024_Cont01_Warm03_W26,144.6,365.5,,W26,Warm3,25,162.3,16.4,
299,7/24/24,2024,Cont,2,Both,3,W,27,2024_Cont02_Both03_W27,187.9,461.6,,W27,Both3,10,142.5,14.7,
142,7/24/24,2024,Cont,2,Cont,3,W,27,2024_Cont02_Cont03_W27,401.1,946,,W27,Cont3,23,313.4,25.1,
536,7/24/24,2024,Cont,2,Hyp,3,W,27,2024_Cont02_Hyp03_W27,218.1,528.4,,W27,Hyp3,4,209.7,17.9,
883,7/24/24,2024,Cont,2,Warm,3,W,27,2024_Cont02_Warm03_W27,135.5,350.6,,W27,Warm3,37,123.1,17.2,
1250,7/24/24,2024,Cont,2,Both,3,W,28,2024_Cont02_Both03_W28,175.8,447.2,,W28,Both3,4,198.1,18.2,
178,7/24/24,2024,Cont,2,Cont,3,W,28,2024_Cont02_Cont03_W28,189.9,450.7,,W28,Cont3,4,200.4,19.1,
568,7/24/24,2024,Cont,2,Hyp,3,W,28,2024_Cont02_Hyp03_W28,226.8,531,,W28,Hyp3,18,186.7,18.8,
887,7/24/24,2024,Cont,2,Warm,3,W,28,2024_Cont02_Warm03_W28,127.9,321.6,,W28,Warm3,31,150.1,15.6,
1252,7/24/24,2024,Cont,3,Both,3,W,29,2024_Cont03_Both03_W29,78.9,197.6,,W29,Both3,43,113.7,14,
179,7/24/24,2024,Cont,3,Cont,3,W,29,2024_Cont03_Cont03_W29,107.4,275.4,,W29,Cont3,48,103.4,14.8,
570,7/24/24,2024,Cont,3,Hyp,3,W,29,2024_Cont03_Hyp03_W29,223.5,565.1,,W29,Hyp3,30,278.4,21.9,
891,7/24/24,2024,Cont,3,Warm,3,W,29,2024_Cont03_Warm03_W29,121.1,281.2,,W29,Warm3,14,135.8,14.4,
12,7/23/24,2024,Cont,2,Cont,1,W,3,2024_Cont02_Cont01_W3,495.6,1314.8,,W3,Cont1,3,343.8,23.2,
441,7/23/24,2024,Cont,2,Hyp,1,W,3,2024_Cont02_Hyp01_W3,316.6,766.3,,W3,Hyp1,2,278.1,20.2,
787,7/23/24,2024,Cont,2,Warm,1,W,3,2024_Cont02_Warm01_W3,124,304.8,,W3,Warm1,36,165.9,16.2,
149,7/24/24,2024,Cont,3,Both,3,W,30,2024_Cont03_Both03_W30,146.5,337.9,,W30,Both3,27,131.5,15.2,
184,7/24/24,2024,Cont,3,Cont,3,W,30,2024_Cont03_Cont03_W30,360,901.7,,W30,Cont3,26,423.2,27.8,
577,7/24/24,2024,Cont,3,Hyp,3,W,30,2024_Cont03_Hyp03_W30,132.5,391.8,,W30,Hyp3,17,185.8,17.3,
344,7/24/24,2024,Cont,3,Warm,3,W,30,2024_Cont03_Warm03_W30,211.4,534.7,,W30,Warm3,13,212.1,21.9,
918,7/24/24,2024,Cont,4,Both,3,W,31,2024_Cont04_Both03_W31,203.1,508.7,,W31,Both3,9,175.8,18,
187,7/24/24,2024,Cont,4,Cont,3,W,31,2024_Cont04_Cont03_W31,132.2,317.3,,W31,Cont3,24,130.3,15.7,
578,7/24/24,2024,Cont,4,Hyp,3,W,31,2024_Cont04_Hyp03_W31,206.5,552.6,,W31,Hyp3,35,241.2,19.6,
932,7/24/24,2024,Cont,4,Warm,3,W,31,2024_Cont04_Warm03_W31,232.4,537.5,,W31,Warm3,22,189.2,17.8,
921,7/24/24,2024,Cont,4,Both,3,W,32,2024_Cont04_Both03_W32,150.8,389.6,,W32,Both3,42,165.2,17.8,
190,7/24/24,2024,Cont,4,Cont,3,W,32,2024_Cont04_Cont03_W32,137.8,330.9,,W32,Cont3,11,130.3,15,
582,7/24/24,2024,Cont,4,Hyp,3,W,32,2024_Cont04_Hyp03_W32,180.4,411.4,,W32,Hyp3,27,165.2,16,
934,7/24/24,2024,Cont,4,Warm,3,W,32,2024_Cont04_Warm03_W32,224.4,648.9,,W32,Warm3,5,284.9,20.7,
1138,7/24/24,2024,Cont,5,Both,3,W,33,2024_Cont05_Both03_W33,376.3,968.5,,W33,Both3,25,293.8,23.2,
197,7/24/24,2024,Cont,5,Cont,3,W,33,2024_Cont05_Cont03_W33,163.4,451.2,,W33,Cont3,5,144.7,16.6,
587,7/24/24,2024,Cont,5,Hyp,3,W,33,2024_Cont05_Hyp03_W33,448.6,1137.4,,W33,Hyp3,7,369.6,25.7,
940,7/24/24,2024,Cont,5,Warm,3,W,33,2024_Cont05_Warm03_W33,199.1,536.8,,W33,Warm3,34,219.6,19.1,
920,7/24/24,2024,Cont,5,Both,3,W,34,2024_Cont05_Both03_W34,297.7,717.4,,W34,Both3,5,222.7,19.4,
201,7/24/24,2024,Cont,5,Cont,3,W,34,2024_Cont05_Cont03_W34,167.7,371.8,,W34,Cont3,31,127.9,15.8,
310,7/24/24,2024,Cont,5,Hyp,3,W,34,2024_Cont05_Hyp03_W34,107.4,274.2,,W34,Hyp3,34,157.6,16.5,
941,7/24/24,2024,Cont,5,Warm,3,W,34,2024_Cont05_Warm03_W34,140.7,341.5,,W34,Warm3,29,112.1,14.2,
1276,7/24/24,2024,Cont,6,Both,3,W,35,2024_Cont06_Both03_W35,258.7,687.5,,W35,Both3,7,202.3,18.1,
204,7/24/24,2024,Cont,6,Cont,3,W,35,2024_Cont06_Cont03_W35,184.2,484.2,,W35,Cont3,30,139.8,17.3,
611,7/24/24,2024,Cont,6,Hyp,3,W,35,2024_Cont06_Hyp03_W35,255.1,675.4,,W35,Hyp3,2,301.6,23.4,
948,7/24/24,2024,Cont,6,Warm,3,W,35,2024_Cont06_Warm03_W35,115.5,325,,W35,Warm3,35,194.4,17.7,
1280,7/24/24,2024,Cont,6,Both,3,W,36,2024_Cont06_Both03_W36,191.3,559.1,,W36,Both3,29,179.5,18.9,
209,7/24/24,2024,Cont,6,Cont,3,W,36,2024_Cont06_Cont03_W36,439.2,1244.5,,W36,Cont3,7,492.3,27,
617,7/24/24,2024,Cont,6,Hyp,3,W,36,2024_Cont06_Hyp03_W36,356.8,879.5,,W36,Hyp3,26,234.8,21.2,
952,7/24/24,2024,Cont,6,Warm,3,W,36,2024_Cont06_Warm03_W36,247.1,572.3,,W36,Warm3,45,202.2,18.6,
1286,7/24/24,2024,Cont,1,Both,4,W,37,2024_Cont01_Both04_W37,279.8,657.3,,W37,Both4,3,245,19.9,
212,7/24/24,2024,Cont,1,Cont,4,W,37,2024_Cont01_Cont04_W37,161.6,439.8,,W37,Cont4,22,166.8,16.2,
547,7/24/24,2024,Cont,1,Hyp,4,W,37,2024_Cont01_Hyp04_W37,301.3,700.3,,W37,Hyp4,6,207.6,18.6,
955,7/24/24,2024,Cont,1,Warm,4,W,37,2024_Cont01_Warm04_W37,189.8,454.2,,W37,Warm4,31,150.2,15.7,
1289,7/24/24,2024,Cont,1,Both,4,W,38,2024_Cont01_Both04_W38,127.4,305.8,,W38,Both4,35,133.7,14.3,
150,7/24/24,2024,Cont,1,Cont,4,W,38,2024_Cont01_Cont04_W38,388.1,906.9,,W38,Cont4,6,258.7,20,
